1	0	30
2	661	99
3	1359	27
4	968	80
5	609	13
6	170	138
7	121	124
8	2	110
9	224	97
10	478	21
11	209	4
12	856	88
13	56	50
14	751	68
15	91	325
16	35	144
17	184	53
18	17	19
19	276	100
20	986	10
21	268	6
22	1811	385
23	85	20
24	549	135
25	249	23
26	1795	72
27	247	23
28	191	91
29	1416	156
30	660	379
31	217	227
32	31	92
33	127	132
34	890	8
35	1171	159
36	985	57
37	149	260
38	1281	20
39	1179	127
40	1176	22
41	177	110
42	289	61
43	491	43
44	1864	8
45	1256	127
46	793	131
47	371	91
48	517	132
49	284	320
50	1434	121
51	617	15
52	997	47
53	51	57
54	1489	157
55	1485	68
56	103	79
57	41	98
58	9	86
59	1668	285
60	519	27
61	864	83
62	82	185
63	1632	358
64	656	27
65	766	277
66	109	43
67	1766	12
68	1602	180
69	2106	87
70	362	135
71	180	86
72	904	24
73	347	59
74	2122	54
75	15	35
76	27	3
77	584	13
78	280	360
79	202	207
80	421	72
81	270	219
82	280	6
83	2544	31
84	179	109
85	1334	8
86	2798	19
87	1691	2
88	1340	132
89	729	8
90	583	68
91	812	58
92	2068	179
93	184	190
94	97	29
95	137	43
96	1014	628
97	728	125
98	1894	110
99	523	278
100	1254	125
101	853	66
102	286	114
103	553	16
104	345	80
105	1037	258
106	180	35
107	565	132
108	345	60
109	11	60
110	2273	69
111	1476	5
112	2062	7
113	1354	189
114	531	51
115	159	22
116	1104	9
117	1824	254
118	868	35
119	1333	145
120	74	35
121	1398	3
122	1365	28
123	428	36
124	192	97
125	1110	17
126	507	83
127	570	177
128	1484	57
129	605	6
130	53	147
131	591	34
132	1947	18
133	570	110
134	167	98
135	1350	35
136	1292	16
137	1343	148
138	26	57
139	1163	102
140	412	2
141	100	111
142	2027	35
143	2447	279
144	3302	3
145	3682	120
146	246	124
147	371	333
148	164	40
149	184	94
150	429	313
151	763	31
152	470	402
153	6	7
154	158	102
155	353	152
156	543	33
157	852	98
158	1188	118
159	1034	131
160	244	14
161	1780	22
162	319	164
163	980	340
164	1	49
165	950	260
166	109	231
167	70	139
168	63	91
169	1221	20
170	1327	122
171	910	5
172	425	168
173	959	10
174	1304	191
175	965	254
176	96	111
177	819	324
178	1170	186
179	1111	103
180	127	55
181	641	166
182	727	155
183	519	147
184	1461	57
185	1141	196
186	529	15
187	500	14
188	140	1
189	40	68
190	336	277
191	164	12
192	107	89
193	76	179
194	668	33
195	2246	6
196	506	170
197	260	54
198	1059	33
199	1513	78
200	1158	34
201	563	1
202	384	473
203	5607	241
204	1277	93
205	19	43
206	1685	91
207	1185	87
208	218	632
209	83	43
210	837	67
211	138	88
212	109	19
213	122	12
214	14	99
215	1043	8
216	148	40
217	204	68
218	668	6
219	254	12
220	146	47
221	734	39
222	607	39
223	78	150
224	3396	30
225	1059	298
226	491	142
227	678	5
228	651	24
229	2940	69
230	924	26
231	588	130
232	2282	56
233	565	86
234	1204	69
235	723	193
236	1074	81
237	382	83
238	62	22
239	866	31
240	188	420
241	2568	90
242	3687	163
243	120	7
244	886	320
245	310	100
246	372	5
247	91	116
248	181	55
249	319	67
250	176	126
251	902	39
252	857	37
253	1504	187
254	76	50
255	638	14
256	1013	196
257	1031	59
258	1258	122
259	28	128
260	306	75
261	561	443
262	144	149
263	490	98
264	567	33
265	705	56
266	658	30
267	25	55
268	570	10
269	834	93
270	867	82
271	802	79
272	433	340
273	139	112
274	52	53
275	3526	60
276	179	308
277	774	217
278	1466	325
279	1453	24
280	2351	29
281	49	14
282	1467	49
283	99	114
284	593	74
285	8	357
286	1927	79
287	651	130
288	918	393
289	94	24
290	980	28
291	517	113
292	84	241
293	1408	31
294	53	18
295	183	125
296	123	226
297	1356	31
298	112	17
299	153	175
300	453	69
301	1791	220
302	781	59
303	36	74
304	661	20
305	276	45
306	761	54
